run,samples,success,failures,error_rate,avg_ms,median_ms,p90_ms,p95_ms,p99_ms,min_ms,max_ms,throughput_req_per_sec
users_10,150,150,0,0.0,17.386666666666667,13.0,20.0,31.749999999999915,106.6099999999999,9.0,113.0,6.718022214260122
users_30,450,450,0,0.0,46.54888888888889,15.0,66.10000000000002,101.64999999999986,882.8999999999965,9.0,1437.0,18.909946631928396
users_5,30,30,0,0.0,22.4,15.0,26.500000000000007,72.79999999999978,111.97,10.0,114.0,5.45950864422202
users_50,750,750,0,0.0,19.948,13.0,45.0,60.549999999999955,82.54999999999995,9.0,162.0,31.325703784145016
