epoch,loss_ae1,loss_ae2,total_loss
1,0.20942002162337303,0.21010178327560425,0.4195218048989773
2,0.20242499001324177,3.0193477869033813e-05,0.2024551834911108
3,0.1924316417425871,-0.06355664599686861,0.2559882877394557
4,0.17839739844202995,-0.0875146770849824,0.26591207552701235
5,0.15078141540288925,-0.08629163354635239,0.23707304894924164
6,0.09965716768056154,-0.05928738787770271,0.15894455555826426
7,0.050130265299230814,-0.030325655126944184,0.080455920426175
8,0.03507349849678576,-0.024976349901407957,0.06004984839819372
9,0.033048685640096664,-0.025290287332609296,0.05833897297270596
10,0.03130124369636178,-0.024973320541903377,0.05627456423826516
11,0.02952102478593588,-0.024212955264374614,0.05373398005031049
12,0.026941015850752592,-0.022505373926833272,0.049446389777585864
13,0.025378209655173123,-0.02152168855536729,0.046899898210540414
14,0.024981860304251313,-0.02148474520072341,0.04646660550497472
15,0.025427481159567833,-0.02217726258095354,0.04760474374052137
16,0.02825076598674059,-0.024945457698777318,0.05319622368551791
17,0.027024697046726942,-0.024073404958471656,0.0510981020051986
18,0.02579632052220404,-0.023161893244832754,0.048958213767036796
19,0.026222917716950178,-0.023776856483891606,0.049999774200841784
20,0.026152939070016146,-0.02389285364188254,0.050045792711898685
21,0.0254794810898602,-0.02341425442136824,0.04889373551122844
22,0.02455383271444589,-0.0226735359756276,0.04722736869007349
23,0.027429810957983136,-0.025492811109870672,0.05292262206785381
24,0.0250422777608037,-0.02333344961516559,0.04837572737596929
25,0.02766827936284244,-0.025879830587655306,0.053548109950497746
26,0.02443578327074647,-0.022920140181668103,0.04735592345241457
27,0.025735981529578567,-0.024217914324253798,0.049953895853832364
28,0.02369961724616587,-0.022357481415383518,0.04605709866154939
29,0.025739901466295123,-0.024347320897504687,0.05008722236379981
30,0.024715296924114227,-0.023429328575730324,0.04814462549984455
31,0.02558553870767355,-0.024311717366799712,0.04989725607447326
32,0.02442958578467369,-0.023235214641317725,0.047664800425991416
33,0.024179121013730764,-0.023059910396113992,0.047239031409844756
34,0.0244077630341053,-0.023299503372982144,0.047707266407087445
35,0.023888568161055446,-0.02283793454989791,0.046726502710953355
36,0.024701579241082072,-0.023650803370401263,0.048352382611483335
37,0.025459355674684048,-0.024409116012975574,0.04986847168765962
38,0.02431293437257409,-0.02332653570920229,0.04763947008177638
39,0.02523636887781322,-0.024264332838356495,0.049500701716169715
40,0.024218278704211116,-0.02331279218196869,0.047531070886179805
41,0.02400289778597653,-0.02313208533450961,0.04713498312048614
42,0.021841529291123152,-0.02104600891470909,0.04288753820583224
43,0.021568404510617256,-0.020816911477595568,0.042385315988212824
44,0.021296633640304208,-0.020570860477164388,0.041867494117468596
45,0.017739510512910783,-0.017104402766563,0.03484391327947378
46,0.016737816738896072,-0.01612175186164677,0.03285956860054284
47,0.013234189129434526,-0.012709640199318528,0.025943829328753054
48,0.010612546699121594,-0.01017990370746702,0.020792450406588614
49,0.009771078592166305,-0.00937303644604981,0.019144115038216114
50,0.009229126269929111,-0.008853021776303649,0.01808214804623276
51,0.008625565562397242,-0.00827834935626015,0.016903914918657392
52,0.00916505977511406,-0.008805254241451621,0.01797031401656568
53,0.009351143380627036,-0.008997223689220846,0.018348367069847882
54,0.009457836393266916,-0.00910372321959585,0.018561559612862766
55,0.00926509767305106,-0.008924599853344262,0.01818969752639532
56,0.009002062783110887,-0.008677258505485952,0.01767932128859684
57,0.009138326509855688,-0.008815894718281925,0.017954221228137612
58,0.009278679848648608,-0.0089569027768448,0.018235582625493407
59,0.008824289951007813,-0.008528292062692344,0.017352582013700157
60,0.008903917041607201,-0.008608099189586937,0.01751201623119414
61,0.009001733385957778,-0.00870697310892865,0.017708706494886428
62,0.008729233464691788,-0.008450188674032688,0.017179422138724476
63,0.008672069699969143,-0.00839879852719605,0.017070868227165192
64,0.00875583168817684,-0.008486086793709546,0.017241918481886387
65,0.008968891692347825,-0.008695144846569747,0.01766403653891757
66,0.00902658177074045,-0.0087577483500354,0.01778433012077585
67,0.008882079157046974,-0.008618447347544134,0.017500526504591107
68,0.008821920491755009,-0.008565913245547563,0.01738783373730257
69,0.008753855479881167,-0.008502921496983618,0.017256776976864785
70,0.009127937955781817,-0.00886915234150365,0.017997090297285467
71,0.009267100947909057,-0.00900726264808327,0.018274363595992327
72,0.008716386451851577,-0.00847707677166909,0.017193463223520666
73,0.008825262892059982,-0.008587333373725414,0.017412596265785396
74,0.00961575866676867,-0.00935841805767268,0.01897417672444135
75,0.008838229230605066,-0.00860602199099958,0.017444251221604645
76,0.008836318622343242,-0.008607681491412222,0.017444000113755465
77,0.008541134186089039,-0.008324189169798046,0.016865323355887085
78,0.008677248959429562,-0.008460113895125687,0.01713736285455525
79,0.008607166702859104,-0.008390739094465971,0.016997905797325075
80,0.008759074145928025,-0.008540903450921178,0.017299977596849203
81,0.008668772235978395,-0.008456173876766115,0.01712494611274451
82,0.008172684523742646,-0.007977116969414055,0.0161498014931567
83,0.008934683399274945,-0.008723923820070922,0.017658607219345868
84,0.00848374649649486,-0.008283753006253392,0.01676749950274825
85,0.008401128288824111,-0.008207055681850761,0.016608183970674872
86,0.009022343554534018,-0.008815172011964023,0.01783751556649804
87,0.008588446245994419,-0.008393756812438369,0.016982203058432788
88,0.008536435605492443,-0.00834643334383145,0.016882868949323893
89,0.008376943587791175,-0.008191429486032575,0.01656837307382375
90,0.00847787968814373,-0.008294174389448017,0.016772054077591747
91,0.00826030143070966,-0.008083595952484757,0.016343897383194417
92,0.009021514444611967,-0.008828360820189118,0.017849875264801085
93,0.008590417448431253,-0.008410598966293037,0.01700101641472429
94,0.008813637890852988,-0.008630548953078687,0.017444186843931675
95,0.008516628644429147,-0.008344645728357136,0.016861274372786283
96,0.00816634832881391,-0.008003948954865336,0.016170297283679247
97,0.008871138677932322,-0.008695065509527922,0.017566204187460244
98,0.008772756205871701,-0.008601918874774128,0.01737467508064583
99,0.00848460994893685,-0.008320552646182477,0.016805162595119327
100,0.008029562013689429,-0.007876579533331096,0.015906141547020525
