epoch,loss_ae1,loss_ae2
186,0.12021020706743002,-0.11880703456699848
187,0.11910871602594852,-0.11772168427705765
188,0.12043650541454554,-0.11905052233487368
189,0.11883892305195332,-0.11747185699641705
190,0.11840863432735205,-0.1170495729893446
191,0.11858842335641384,-0.11724425945430994
192,0.11872894689440727,-0.11737718060612679
193,0.11875709053128958,-0.11740875523537397
194,0.11755416169762611,-0.1162312338128686
195,0.11807537078857422,-0.11674649827182293
196,0.11767410580068827,-0.11635661125183105
197,0.11646853946149349,-0.11517227627336979
198,0.11655277013778687,-0.11526492331176996
199,0.11631493270397186,-0.11503633763641119
200,0.11678613442927599,-0.11550489068031311
