timestamp,pod,metric,value,label,fault_service,sr_score,pred,label_rule
1781348660,cartservice-77f8cfdff-vz9jj,cpu_usage,0.000420733492243,normal,none,0.1353758077211821,0,normal
1781348675,cartservice-77f8cfdff-vz9jj,cpu_usage,0.0013240880777212,normal,none,0.6549216430500355,1,normal
1781348690,cartservice-77f8cfdff-vz9jj,cpu_usage,0.0010390034332027,normal,none,0.7597316885796744,1,normal
1781348705,cartservice-77f8cfdff-vz9jj,cpu_usage,0.001045320652279,normal,none,0.8898145360629345,1,normal
1781348720,cartservice-77f8cfdff-vz9jj,cpu_usage,0.0003428598026447,normal,none,0.8845442053225254,1,normal
1781348735,cartservice-77f8cfdff-vz9jj,cpu_usage,0.0003845323055426,normal,none,0.1878834850003272,0,normal
1781348750,cartservice-77f8cfdff-vz9jj,cpu_usage,0.000343813605995,normal,none,0.4180991328790823,1,normal
1781348765,cartservice-77f8cfdff-vz9jj,cpu_usage,0.0003867375292198,normal,none,0.3935996232943347,1,normal
1781348780,cartservice-77f8cfdff-vz9jj,cpu_usage,0.0003973438775945,normal,none,0.35234912930061546,0,normal
1781348795,cartservice-77f8cfdff-vz9jj,cpu_usage,0.0003905517563264,normal,none,0.19551049477071722,0,normal
1781348810,cartservice-77f8cfdff-vz9jj,cpu_usage,0.0003792498916596,normal,none,0.09595770563093277,0,normal
1781348825,cartservice-77f8cfdff-vz9jj,cpu_usage,0.0003682278880977,normal,none,0.18370100641652912,0,normal
1781348840,cartservice-77f8cfdff-vz9jj,cpu_usage,0.000422086889588,normal,none,0.13489770352387634,0,normal
1781348855,cartservice-77f8cfdff-vz9jj,cpu_usage,0.000378772473651,normal,none,0.03814364218501732,0,normal
1781348870,cartservice-77f8cfdff-vz9jj,cpu_usage,0.0003378919053324,normal,none,0.0,0,normal
1781348885,cartservice-77f8cfdff-vz9jj,cpu_usage,0.0003484975163534,normal,none,0.001322707703768527,0,normal
1781348900,cartservice-77f8cfdff-vz9jj,cpu_usage,0.0003664921465977,normal,none,0.04212022505565849,0,normal
1781348915,cartservice-77f8cfdff-vz9jj,cpu_usage,0.0004043663155806,normal,none,0.05872969581676058,0,normal
1781348930,cartservice-77f8cfdff-vz9jj,cpu_usage,0.0004479714889557,normal,none,0.08346062109592142,0,normal
1781348945,cartservice-77f8cfdff-vz9jj,cpu_usage,0.0004147199630846,normal,none,0.06869345495219632,0,normal
1781348960,cartservice-77f8cfdff-vz9jj,cpu_usage,0.0004513391524919,normal,none,0.0,0,normal
1781348975,cartservice-77f8cfdff-vz9jj,cpu_usage,0.0003578878070747,normal,none,0.0,0,normal
1781348990,cartservice-77f8cfdff-vz9jj,cpu_usage,0.0003959901433689,normal,none,0.0,0,normal
1781349005,cartservice-77f8cfdff-vz9jj,cpu_usage,0.0003333931133421,normal,none,0.0047043831797333275,0,normal
1781349020,cartservice-77f8cfdff-vz9jj,cpu_usage,0.0004027007418858,normal,none,0.0,0,normal
1781349035,cartservice-77f8cfdff-vz9jj,cpu_usage,0.0003460256469608,normal,none,0.008091869392418974,0,normal
1781349050,cartservice-77f8cfdff-vz9jj,cpu_usage,0.000396519335824,normal,none,0.0,0,normal
1781349065,cartservice-77f8cfdff-vz9jj,cpu_usage,0.0003533891213385,normal,none,0.0,0,normal
1781349080,cartservice-77f8cfdff-vz9jj,cpu_usage,0.0003972254480396,normal,none,0.0,0,normal
1781349095,cartservice-77f8cfdff-vz9jj,cpu_usage,0.000369927843184,normal,none,0.0,0,normal
1781349110,cartservice-77f8cfdff-vz9jj,cpu_usage,0.0004341547459822,normal,none,0.16927237069009457,0,normal
1781349125,cartservice-77f8cfdff-vz9jj,cpu_usage,0.00028705,normal,none,0.0,0,normal
