amp_window,score_window,diff_order,smooth,preproc,quantile,threshold,precision,recall,f1,TP,FP,FN,pred_count
9,21,0,3,zscore,0.92,0.5523707535494443,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
7,31,1,0,zscore,0.92,1.2792166450184161,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
11,41,1,3,amplify,0.92,1.4320185805070071,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
13,41,0,5,amplify,0.92,1.4885354235287533,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
9,51,1,3,amplify,0.92,1.3671235741788874,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
7,41,0,5,amplify,0.92,1.494084502428938,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
11,41,1,3,zscore,0.92,1.3972507466264052,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
11,41,1,3,none,0.92,1.5164404275614172,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
13,31,1,0,none,0.92,1.401705397623532,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
7,51,0,5,none,0.92,1.3583983521594325,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
11,51,1,0,none,0.92,1.309675141966729,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
7,41,0,3,none,0.92,1.6099397897281083,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
7,31,1,3,zscore,0.92,1.3923402371184916,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
11,27,0,0,none,0.92,1.4935006884098583,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
13,41,1,3,none,0.92,1.6434555789748528,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
7,41,0,5,none,0.92,1.3792636697992435,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
7,31,1,5,none,0.92,1.33147260927947,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
11,31,1,0,none,0.92,1.423758286318858,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
11,41,0,5,amplify,0.92,1.4314122050300324,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
13,51,1,3,none,0.92,1.4926730787768305,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
9,41,0,3,none,0.92,1.4767572550431152,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
11,51,1,3,none,0.92,1.408608452223054,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
13,31,1,3,amplify,0.92,1.2800897179297286,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
7,51,1,0,none,0.92,1.2082824861209833,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
11,41,0,3,amplify,0.92,1.6270653331368048,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
11,51,1,3,amplify,0.92,1.4596069618935705,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
13,31,1,3,zscore,0.92,1.5212774575002104,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
11,31,1,3,zscore,0.92,1.4621681698148903,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
13,21,0,5,zscore,0.92,0.3620597053403172,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
7,41,0,3,amplify,0.92,1.6546785183962491,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
7,51,1,3,none,0.92,1.3248647412863963,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
9,31,1,5,amplify,0.92,1.292499993926981,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
11,41,0,5,none,0.92,1.2973283977093428,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
9,31,1,3,amplify,0.92,1.3629730881662998,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
11,31,1,5,none,0.92,1.333498152597643,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
7,51,1,3,amplify,0.92,1.3605771260729898,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
11,31,1,3,amplify,0.92,1.3601337515528291,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
11,31,1,5,zscore,0.92,1.3261863028971146,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
9,31,1,5,zscore,0.92,1.3310602212199396,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
11,51,1,3,zscore,0.92,1.4002731699831523,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
9,31,1,3,zscore,0.92,1.3968391234985031,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
11,21,0,5,zscore,0.92,0.37259224378440076,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
7,31,0,0,none,0.92,1.508448389250581,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
7,51,1,3,zscore,0.92,1.3151261181797278,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
13,41,0,5,none,0.92,1.3430630137086395,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
7,27,0,0,none,0.92,1.353280175745367,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
13,41,0,3,amplify,0.92,1.6360145493909142,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
11,31,1,5,amplify,0.92,1.250958538357317,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
7,31,1,5,amplify,0.92,1.3173935228131357,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
9,31,1,0,zscore,0.92,1.4199598218519773,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
13,31,1,5,zscore,0.92,1.3240732447759076,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
13,51,1,0,none,0.92,1.3450246676412212,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
7,21,0,3,zscore,0.92,0.6343706723060288,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
9,51,0,3,amplify,0.92,1.5647409713565112,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
7,41,1,3,zscore,0.92,1.4124757708863591,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
7,41,1,3,none,0.92,1.4351832957571053,0.15384615384615385,0.5454545454545454,0.24000000000000002,6,33,5,39
13,51,0,3,zscore,0.85,0.2130191703641711,0.136986301369863,0.9090909090909091,0.23809523809523808,10,63,1,73
13,41,0,3,zscore,0.85,0.2392942452543809,0.136986301369863,0.9090909090909091,0.23809523809523808,10,63,1,73
13,41,1,5,zscore,0.9,1.051666478940615,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
9,51,0,3,amplify,0.9,1.3532494819603105,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
9,51,1,0,none,0.9,1.1609055496034146,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
9,27,0,0,none,0.9,1.2660796359506414,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
9,27,0,0,amplify,0.9,1.3889293876371012,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
11,31,0,0,amplify,0.9,1.3546258733248426,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
11,41,1,5,zscore,0.9,1.060669037831871,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
13,31,0,0,none,0.9,1.3244395647066056,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
7,31,0,5,zscore,0.9,0.4632769010074926,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
9,21,0,3,zscore,0.9,0.44637773685050947,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
13,51,0,3,amplify,0.9,1.4127655830429184,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
7,27,0,3,zscore,0.9,0.5711897591440785,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
11,51,0,3,amplify,0.9,1.3652930039244597,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
9,27,0,5,zscore,0.9,0.40353592536256766,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
7,31,1,0,zscore,0.9,1.1576035649571375,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
11,27,0,5,zscore,0.9,0.32304117957070333,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
9,51,1,0,zscore,0.9,1.172898206805911,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
7,41,1,0,none,0.9,1.0888945242407315,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
13,41,1,0,none,0.9,1.1870414094637416,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
9,31,0,5,zscore,0.9,0.37198269410709567,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
13,41,0,3,amplify,0.9,1.443355856113801,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
11,31,1,5,amplify,0.9,1.1262507266983124,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
9,31,1,0,zscore,0.9,1.1901879326786455,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
11,31,0,0,none,0.9,1.338076485404495,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
9,41,1,5,zscore,0.9,1.163929160864922,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
9,41,1,0,none,0.9,1.1670839212559305,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
11,51,0,3,none,0.9,1.073352319934233,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
11,27,0,0,amplify,0.9,1.309470524622923,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
11,51,1,0,zscore,0.9,1.1635169876586666,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
13,27,0,0,amplify,0.9,1.2344818251017733,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
11,31,1,0,zscore,0.9,1.2260019537383418,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
9,51,1,5,zscore,0.9,1.0964337439818654,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
13,27,0,0,none,0.9,1.2036572598393656,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
7,51,1,5,amplify,0.9,1.155806403416992,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
13,21,0,0,amplify,0.9,1.1051295211389913,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
13,51,1,0,zscore,0.9,1.229577738884196,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
7,27,0,0,amplify,0.9,1.2748942251791981,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
9,41,0,3,none,0.9,1.2869455273600712,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
11,41,1,0,none,0.9,1.182769278437438,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
7,51,0,5,zscore,0.9,0.5233743453815503,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
13,31,1,0,zscore,0.9,1.2345973029283765,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
7,51,1,5,zscore,0.9,1.0945701087037318,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
13,21,0,5,zscore,0.9,0.2973391377646566,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
13,41,0,3,none,0.9,1.2160893694313741,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
11,27,0,0,none,0.9,1.2485601136953224,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
7,51,1,0,zscore,0.9,1.1289391740046077,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
7,31,1,5,zscore,0.9,1.1280948743385795,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
13,31,1,5,amplify,0.9,1.1392077001309373,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
11,41,0,3,amplify,0.9,1.4579968140259416,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
13,21,0,0,none,0.9,1.0364689389023873,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
13,51,1,0,none,0.9,1.1699071904641083,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
11,41,0,3,none,0.9,1.2439214723821395,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
11,51,1,5,zscore,0.9,1.0222456462122596,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
13,41,1,0,zscore,0.9,1.2800592955278238,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
7,31,1,0,none,0.9,1.1699722808708075,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
9,51,0,3,none,0.9,1.041577917569479,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
13,51,1,5,zscore,0.9,1.0329088245405733,0.14285714285714285,0.6363636363636364,0.23333333333333328,7,42,4,49
13,51,0,0,none,0.88,0.9624155255850305,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
13,51,1,5,amplify,0.88,0.985428360530558,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
9,51,0,0,amplify,0.88,1.1514672461890922,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
7,41,1,5,zscore,0.88,1.0146747317235238,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
9,51,0,0,none,0.88,1.0366821868357912,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
13,51,1,0,none,0.88,0.9663982456589316,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
7,41,0,0,amplify,0.88,1.3234499261975312,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
7,51,1,5,amplify,0.88,0.986666127211694,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
7,31,0,0,amplify,0.88,1.2090229801425159,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
11,21,0,3,zscore,0.88,0.3598508158548339,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
13,31,1,5,amplify,0.88,1.0283191341826963,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
7,27,0,0,amplify,0.88,1.1715445104801079,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
9,41,0,0,amplify,0.88,1.2550862167054113,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
13,41,0,3,none,0.88,0.9730245659078749,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
13,41,1,0,zscore,0.88,1.112700096427178,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
13,51,0,3,none,0.88,0.931982759365675,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
13,41,0,0,amplify,0.88,1.1321327917790365,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
11,51,1,0,none,0.88,0.9282976843760342,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
13,31,1,5,none,0.88,1.0462501005876894,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
9,41,0,0,none,0.88,1.2264410788967586,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
7,51,1,0,none,0.88,0.9363842600658964,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
9,51,1,5,amplify,0.88,1.0094714296099936,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
11,41,1,0,none,0.88,1.057247342917038,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
13,21,0,3,zscore,0.88,0.3068248053997319,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
9,31,0,0,none,0.88,1.176706208227109,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
9,31,0,0,amplify,0.88,1.3071772029362558,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
11,51,0,3,none,0.88,0.9534011093707012,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
7,41,0,5,zscore,0.88,0.4324883225141149,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
11,41,1,0,zscore,0.88,1.0255670928087672,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
9,41,1,0,zscore,0.88,1.0585019566996547,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
13,51,1,5,zscore,0.88,0.9242847226265399,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
7,51,0,0,none,0.88,1.0749111965086278,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
7,41,1,0,amplify,0.88,1.1882906674477334,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
7,41,1,0,zscore,0.88,1.028747676466903,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
11,51,0,0,amplify,0.88,1.0378393303977906,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
11,51,0,0,none,0.88,1.0243215603670388,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
9,51,0,5,zscore,0.88,0.36309047990035426,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
11,31,0,0,amplify,0.88,1.1840259546514096,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
11,31,0,0,none,0.88,1.1810928078576417,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
9,41,1,5,zscore,0.88,1.0134594400623027,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
11,41,1,5,zscore,0.88,0.9774519071662737,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
13,31,0,0,amplify,0.88,1.071850333379524,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
9,51,1,0,none,0.88,0.9679328679642847,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
13,31,0,0,none,0.88,1.1001080420027272,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
11,51,1,5,amplify,0.88,0.9823071549191446,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
7,41,0,0,none,0.88,1.2715841152243335,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
13,51,0,0,amplify,0.88,1.0200428916820317,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
7,51,0,0,amplify,0.88,1.0872763789231206,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
7,31,0,0,none,0.88,1.2487939278187308,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
11,41,0,0,amplify,0.88,1.1906755095314447,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
7,51,1,5,none,0.88,0.9117287861680411,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
7,41,1,0,none,0.88,1.0263525128495055,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
13,41,1,0,none,0.88,1.0183067464795992,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
7,27,0,3,zscore,0.88,0.467328676038052,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
9,31,0,5,zscore,0.88,0.3257864469970935,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
13,27,0,5,zscore,0.88,0.24398086595074422,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
11,41,0,0,none,0.88,1.2053217834624719,0.13793103448275862,0.7272727272727273,0.23188405797101447,8,50,3,58
11,27,0,0,none,0.97,1.9852518127675438,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
11,27,1,0,none,0.97,2.8895227466316564,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
11,51,0,0,amplify,0.97,2.6246041314334696,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
11,27,1,3,zscore,0.97,2.1323796762251988,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
9,21,1,3,none,0.97,2.030841941406907,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
13,21,1,5,none,0.97,1.967353404249968,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
7,27,0,0,none,0.97,1.915628013763288,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
7,21,1,5,zscore,0.97,1.8826736276562477,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
13,21,1,0,zscore,0.97,2.586761462284784,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
7,27,0,0,amplify,0.97,2.002954716147648,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
13,21,1,3,none,0.97,1.9265189477159785,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
13,27,0,0,amplify,0.97,1.9999498959155804,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
11,31,1,3,none,0.97,2.274983423972284,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
7,21,1,5,none,0.97,1.7963682124842968,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
11,27,1,3,amplify,0.97,2.0178502279393316,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
13,31,0,0,none,0.97,2.2830384406543915,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
11,27,1,0,amplify,0.97,3.1348737588346256,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
13,51,0,0,none,0.97,2.782815055679561,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
11,27,1,3,none,0.97,2.0871393866880914,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
11,21,1,3,zscore,0.97,1.8976455612344325,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
9,31,1,3,amplify,0.97,2.246151437913899,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
13,31,1,0,amplify,0.97,3.4134021179794285,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
13,31,1,3,none,0.97,2.227021134856715,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
7,31,1,3,none,0.97,2.236533465546655,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
11,21,1,5,none,0.97,1.9407425656690163,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
13,21,1,3,zscore,0.97,1.9502110884745043,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
13,31,1,3,zscore,0.97,2.282022158415245,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
11,21,1,3,amplify,0.97,2.0114235580483784,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
11,21,0,0,amplify,0.97,1.6852049864519818,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
11,21,1,5,zscore,0.97,1.9199480427001396,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
13,31,1,0,none,0.97,3.2667525145825653,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
7,21,1,3,zscore,0.97,1.9706969213805436,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
13,31,1,3,amplify,0.97,2.2383134859306706,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
7,21,1,3,amplify,0.97,2.0621217264770473,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
11,51,0,0,none,0.97,2.6717339180043678,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
9,21,1,5,zscore,0.97,1.9002973234068894,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
9,21,1,0,amplify,0.97,2.718302602756841,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
9,21,1,5,none,0.97,1.840862803574828,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
11,21,1,3,none,0.97,1.956310962123474,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
11,31,1,3,amplify,0.97,2.2296942959110084,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
7,21,1,0,zscore,0.97,2.4150127714091703,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
9,21,1,0,none,0.97,2.3209194177770875,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
9,31,1,3,none,0.97,2.2865708083110676,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
13,27,1,3,zscore,0.97,2.2785972305312825,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
13,27,1,3,none,0.97,2.177704729843804,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
9,31,1,3,zscore,0.97,2.3335770776378224,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
9,21,1,0,zscore,0.97,2.2765966447867965,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
9,21,1,3,zscore,0.97,1.9476806692365534,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
9,21,1,3,amplify,0.97,1.943750447020087,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
13,27,1,0,amplify,0.97,3.216463300946418,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
13,27,1,3,amplify,0.97,2.023149103211526,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
7,27,1,3,zscore,0.97,2.125827240782825,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
7,21,1,3,none,0.97,2.059241023670376,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
13,21,0,0,amplify,0.97,1.7046966216615875,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
9,27,1,3,amplify,0.97,2.0836087435452253,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
9,27,1,0,amplify,0.97,3.0328768180363315,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
13,21,1,3,amplify,0.97,1.9691132890240255,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
7,21,1,0,amplify,0.97,2.7130214492670457,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
13,27,1,0,none,0.97,3.2839680890971152,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
13,21,1,5,zscore,0.97,1.9680307401754327,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
9,27,1,3,zscore,0.97,2.176771288854669,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
7,27,1,0,amplify,0.97,2.714728383723411,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
13,27,0,0,none,0.97,2.0053566661386464,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
7,27,1,3,none,0.97,2.1140089325536415,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
7,21,1,0,none,0.97,2.4933280860354166,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
9,27,1,3,none,0.97,2.2577678192609105,0.2,0.2727272727272727,0.23076923076923075,3,12,8,15
11,31,1,0,zscore,0.93,1.4039387461145425,0.14705882352941177,0.45454545454545453,0.22222222222222224,5,29,6,34
9,21,0,3,none,0.93,1.212915567557074,0.14705882352941177,0.45454545454545453,0.22222222222222224,5,29,6,34
7,51,0,5,amplify,0.93,1.5620583167074458,0.14705882352941177,0.45454545454545453,0.22222222222222224,5,29,6,34
