epoch,loss_ae1,loss_ae2,total_loss
1,0.21750594675540924,0.21947478502988815,0.4369807317852974
2,0.2167411744594574,-1.6395002603530884e-05,0.21675756946206093
3,0.21537145972251892,-0.07205384224653244,0.28742530196905136
4,0.2137412577867508,-0.10717608779668808,0.3209173455834389
5,0.21230213344097137,-0.1276690438389778,0.3399711772799492
6,0.21062099188566208,-0.1406591534614563,0.3512801453471184
7,0.20885764807462692,-0.14937501400709152,0.35823266208171844
8,0.20660965889692307,-0.15507569164037704,0.3616853505373001
9,0.20388104021549225,-0.15858717262744904,0.3624682128429413
10,0.2003905475139618,-0.1601824164390564,0.3605729639530182
11,0.19635840505361557,-0.16034147143363953,0.3566998764872551
12,0.19017188996076584,-0.1579093039035797,0.34808119386434555
13,0.18185709416866302,-0.15297521650791168,0.3348323106765747
14,0.17024759203195572,-0.14456433057785034,0.31481192260980606
15,0.15511565655469894,-0.1325744092464447,0.28769006580114365
16,0.13591871410608292,-0.11656850203871727,0.2524872161448002
17,0.11377301812171936,-0.09771936759352684,0.2114923857152462
18,0.09071897342801094,-0.0779680535197258,0.16868702694773674
19,0.07103433832526207,-0.061342472210526466,0.13237681053578854
20,0.05777302384376526,-0.05052769556641579,0.10830071941018105
21,0.049433523789048195,-0.04395429976284504,0.09338782355189323
22,0.04571584425866604,-0.04121203534305096,0.086927879601717
23,0.043311597779393196,-0.03940698504447937,0.08271858282387257
24,0.04174853302538395,-0.03822808153927326,0.07997661456465721
25,0.041012318804860115,-0.03773421794176102,0.07874653674662113
26,0.04034705087542534,-0.0372609980404377,0.07760804891586304
27,0.039837418124079704,-0.03689371794462204,0.07673113606870174
28,0.03969249315559864,-0.03685595653951168,0.07654844969511032
29,0.039703065529465675,-0.036960283294320107,0.07666334882378578
30,0.03928956389427185,-0.036669639870524406,0.07595920376479626
31,0.03909926302731037,-0.03657728433609009,0.07567654736340046
32,0.03880208916962147,-0.03637114726006985,0.07517323642969131
33,0.039228588342666626,-0.03683810867369175,0.07606669701635838
34,0.038686033338308334,-0.03640621900558472,0.07509225234389305
35,0.03896750696003437,-0.03674721717834473,0.0757147241383791
36,0.038711704313755035,-0.036571746692061424,0.07528345100581646
37,0.03915049321949482,-0.03704302944242954,0.07619352266192436
38,0.03890485689043999,-0.03686445765197277,0.07576931454241276
39,0.03893645852804184,-0.036947689950466156,0.075884148478508
40,0.038740621879696846,-0.03681611455976963,0.07555673643946648
41,0.03877207078039646,-0.036894623190164566,0.07566669397056103
42,0.03868825361132622,-0.036859141662716866,0.07554739527404308
43,0.03845199570059776,-0.03667529486119747,0.07512729056179523
44,0.038576554507017136,-0.03683425486087799,0.07541080936789513
45,0.03838588856160641,-0.03669263236224651,0.07507852092385292
46,0.03855033405125141,-0.03688884526491165,0.07543917931616306
47,0.03861889988183975,-0.03699144162237644,0.0756103415042162
48,0.03830627724528313,-0.03672701120376587,0.075033288449049
49,0.03845534659922123,-0.03690298832952976,0.07535833492875099
50,0.03847339190542698,-0.03695223666727543,0.07542562857270241
51,0.038382356986403465,-0.03689665161073208,0.07527900859713554
52,0.03848056308925152,-0.03702211193740368,0.0755026750266552
53,0.038554999977350235,-0.03712310269474983,0.07567810267210007
54,0.03857576288282871,-0.03717119060456753,0.07574695348739624
55,0.038529155775904655,-0.037154221907258034,0.07568337768316269
56,0.03877701796591282,-0.03741963766515255,0.07619665563106537
57,0.038222189992666245,-0.03691129945218563,0.07513348944485188
58,0.038221124559640884,-0.03693593479692936,0.07515705935657024
59,0.0384505745023489,-0.03718201257288456,0.07563258707523346
60,0.03830599598586559,-0.037065379321575165,0.07537137530744076
61,0.03842053562402725,-0.037198506295681,0.07561904191970825
62,0.03811403922736645,-0.03692369908094406,0.07503773830831051
63,0.03831907920539379,-0.0371447429060936,0.07546382211148739
64,0.03849666938185692,-0.03733920305967331,0.07583587244153023
65,0.038524772971868515,-0.03738940507173538,0.0759141780436039
66,0.03801475092768669,-0.03691699914634228,0.07493175007402897
67,0.03840329498052597,-0.037315843626856804,0.07571913860738277
68,0.038317857310175896,-0.037254003807902336,0.07557186111807823
69,0.03782080113887787,-0.036791449412703514,0.07461225055158138
70,0.03829261474311352,-0.0372702032327652,0.07556281797587872
