iter,tag,f1,precision,recall,amp_window,score_window,diff_order,smooth,preproc,quantile
3,sr_iter03_podcartservice_mcpu_v3,0.6923076923076923,0.6,0.8181818181818182,9,27,0,0,zscore,0.97
