amp_window,score_window,diff_order,smooth,quantile,threshold,precision,recall,f1,TP,FP,FN,pred_count
11,31,0,3,0.97,2.396157770476673,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
9,71,2,0,0.97,3.040165836968818,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
21,27,0,3,0.97,2.308340888629756,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
17,51,0,3,0.97,3.0875700171381517,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
17,51,0,7,0.97,2.8152107625767173,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
21,41,0,0,0.97,2.7381415927108845,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
11,71,0,3,0.97,2.9671488643061195,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
9,21,0,3,0.97,1.9736463784689162,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
11,71,0,7,0.97,2.731556955811318,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
17,21,0,3,0.97,2.0754507877959685,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
7,31,0,3,0.97,2.473733512118502,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
13,51,2,0,0.97,2.9479673276597294,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
7,41,0,7,0.97,2.403385019645263,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
21,31,0,3,0.97,2.4914276708647183,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
7,41,0,3,0.97,2.8353772543998916,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
7,41,1,0,0.97,2.5654095203179157,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
13,51,0,7,0.97,2.4995094831572224,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
17,41,0,7,0.97,2.4252484506881298,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
5,51,0,3,0.97,2.6796217230943493,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
9,71,0,7,0.97,2.596968916893309,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
9,41,0,3,0.97,2.61378571356291,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
21,51,0,3,0.97,2.951718393576597,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
9,41,0,7,0.97,2.2044241952466583,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
9,41,1,0,0.97,2.5713972421609954,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
9,71,0,3,0.97,3.0503584572486075,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
5,51,0,7,0.97,2.519350083415126,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
9,51,0,7,0.97,2.412755509090245,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
5,21,0,3,0.97,1.866218662789763,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
7,27,0,3,0.97,2.323807616406334,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
5,41,0,0,0.97,2.400679058006015,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
13,71,0,3,0.97,3.0277223374817965,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
13,71,0,7,0.97,2.892084997011788,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
21,21,2,0,0.97,2.0386057307967493,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
17,27,0,3,0.97,1.8624993007855262,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
13,51,0,3,0.97,2.7632380777863803,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
21,51,1,5,0.97,2.505551641207879,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
17,41,0,3,0.97,2.6579089731560894,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
17,41,0,0,0.97,2.6995986356977495,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
5,41,0,3,0.97,2.544616363062155,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
17,31,0,3,0.97,2.107933202761494,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
21,51,1,3,0.97,2.9796650346937996,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
13,41,0,7,0.97,2.3338553412971996,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
7,51,1,3,0.97,2.4900395265605617,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
7,51,0,7,0.97,2.5871524427149266,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
13,31,0,3,0.97,2.3306576401545867,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
13,27,2,0,0.97,2.387748695269076,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
7,71,0,3,0.97,2.7234121246040623,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
13,21,0,3,0.97,2.1742999322343666,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
13,27,0,3,0.97,2.1815586369917863,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
7,71,0,7,0.97,2.6134487266288122,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
13,41,0,3,0.97,2.534606335596747,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
13,41,0,0,0.97,2.5972405493431725,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
7,51,0,3,0.97,2.8176020184101915,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
5,41,0,7,0.97,2.3857089178619693,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
21,51,0,7,0.97,2.8003172089173436,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
7,21,0,3,0.97,2.0656933913871294,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
7,41,0,0,0.97,2.4771031835346093,0.3333333333333333,0.45454545454545453,0.3846153846153846,5,10,6,15
21,71,0,7,0.98,3.7465557844828687,0.4,0.36363636363636365,0.380952380952381,4,6,7,10
9,71,2,0,0.98,3.2646521522462164,0.4,0.36363636363636365,0.380952380952381,4,6,7,10
11,21,0,3,0.98,2.26080862142259,0.4,0.36363636363636365,0.380952380952381,4,6,7,10
11,21,0,5,0.98,2.2125037321542758,0.4,0.36363636363636365,0.380952380952381,4,6,7,10
9,51,0,5,0.98,3.094962227870063,0.4,0.36363636363636365,0.380952380952381,4,6,7,10
5,51,1,0,0.98,2.684076002912413,0.4,0.36363636363636365,0.380952380952381,4,6,7,10
5,51,1,5,0.98,2.7923450278829614,0.4,0.36363636363636365,0.380952380952381,4,6,7,10
17,71,0,3,0.98,4.04541251337242,0.4,0.36363636363636365,0.380952380952381,4,6,7,10
