timestamp,pod,metric,value
0,adservice-7c8b9f944-b7rfw,cpu_throttle_ratio,0.0
0,adservice-7c8b9f944-b7rfw,cpu_usage,0.00039509
0,adservice-7c8b9f944-b7rfw,fs_read_bytes,0.0
0,adservice-7c8b9f944-b7rfw,fs_write_bytes,0.0
0,adservice-7c8b9f944-b7rfw,memory_cache,3108864.0
0,adservice-7c8b9f944-b7rfw,memory_rss,94724096.0
0,adservice-7c8b9f944-b7rfw,memory_usage,99307520.0
0,adservice-7c8b9f944-b7rfw,memory_working_set,98840576.0
0,adservice-7c8b9f944-b7rfw,oom_events,0.0
0,adservice-7c8b9f944-b7rfw,pod_cpu_limit,0.3
0,adservice-7c8b9f944-b7rfw,pod_cpu_request,0.2
0,adservice-7c8b9f944-b7rfw,pod_memory_limit,314572800.0
0,adservice-7c8b9f944-b7rfw,pod_memory_request,188743680.0
0,adservice-7c8b9f944-b7rfw,process_count,0.0
0,adservice-7c8b9f944-b7rfw,restart_count,4.0
0,adservice-7c8b9f944-b7rfw,thread_count,17.0
0,cartservice-77f8cfdff-4gflb,cpu_throttle_ratio,0.0
0,cartservice-77f8cfdff-4gflb,cpu_usage,0.000916426
0,cartservice-77f8cfdff-4gflb,fs_read_bytes,0.0
0,cartservice-77f8cfdff-4gflb,fs_write_bytes,0.0
0,cartservice-77f8cfdff-4gflb,memory_cache,29507584.0
0,cartservice-77f8cfdff-4gflb,memory_rss,27615232.0
0,cartservice-77f8cfdff-4gflb,memory_usage,58982400.0
0,cartservice-77f8cfdff-4gflb,memory_working_set,57106432.0
0,cartservice-77f8cfdff-4gflb,oom_events,0.0
0,cartservice-77f8cfdff-4gflb,pod_cpu_limit,0.3
0,cartservice-77f8cfdff-4gflb,pod_cpu_request,0.2
0,cartservice-77f8cfdff-4gflb,pod_memory_limit,134217728.0
0,cartservice-77f8cfdff-4gflb,pod_memory_request,67108864.0
0,cartservice-77f8cfdff-4gflb,process_count,0.0
0,cartservice-77f8cfdff-4gflb,restart_count,6.0
0,cartservice-77f8cfdff-4gflb,thread_count,24.0
0,checkoutservice-5fcbc94d48-c8mxz,cpu_throttle_ratio,0.0
0,checkoutservice-5fcbc94d48-c8mxz,cpu_usage,0.000282887
0,checkoutservice-5fcbc94d48-c8mxz,fs_read_bytes,0.0
0,checkoutservice-5fcbc94d48-c8mxz,fs_write_bytes,0.0
0,checkoutservice-5fcbc94d48-c8mxz,memory_cache,13381632.0
0,checkoutservice-5fcbc94d48-c8mxz,memory_rss,6987776.0
0,checkoutservice-5fcbc94d48-c8mxz,memory_usage,21102592.0
