amp_window,score_window,diff_order,quantile,threshold,precision,recall,f1,TP,FP,FN,pred_count
3,21,0,0.97,1.5813139871903688,0.13333333333333333,0.18181818181818182,0.15384615384615383,2,13,9,15
5,21,0,0.97,1.600879782682245,0.13333333333333333,0.18181818181818182,0.15384615384615383,2,13,9,15
7,21,0,0.97,1.5476287119720842,0.13333333333333333,0.18181818181818182,0.15384615384615383,2,13,9,15
7,15,1,0.97,2.0370193256966624,0.13333333333333333,0.18181818181818182,0.15384615384615383,2,13,9,15
9,11,1,0.97,2.121085847999443,0.13333333333333333,0.18181818181818182,0.15384615384615383,2,13,9,15
7,11,1,0.97,1.8479527297516172,0.13333333333333333,0.18181818181818182,0.15384615384615383,2,13,9,15
11,11,0,0.97,1.4985578462797504,0.13333333333333333,0.18181818181818182,0.15384615384615383,2,13,9,15
5,11,1,0.97,1.806316238506649,0.13333333333333333,0.18181818181818182,0.15384615384615383,2,13,9,15
11,21,1,0.97,2.771517435196561,0.13333333333333333,0.18181818181818182,0.15384615384615383,2,13,9,15
3,15,0,0.97,1.3858129771361716,0.13333333333333333,0.18181818181818182,0.15384615384615383,2,13,9,15
9,7,1,0.97,1.873705324514816,0.13333333333333333,0.18181818181818182,0.15384615384615383,2,13,9,15
11,11,1,0.97,2.090770521064014,0.13333333333333333,0.18181818181818182,0.15384615384615383,2,13,9,15
11,7,1,0.97,1.8108027648768206,0.13333333333333333,0.18181818181818182,0.15384615384615383,2,13,9,15
9,7,1,0.94,1.341679348888331,0.10344827586206896,0.2727272727272727,0.15,3,26,8,29
9,15,0,0.94,1.2390413525328245,0.10344827586206896,0.2727272727272727,0.15,3,26,8,29
7,7,1,0.94,1.316972344250351,0.10344827586206896,0.2727272727272727,0.15,3,26,8,29
3,15,1,0.94,1.4084125293441399,0.10344827586206896,0.2727272727272727,0.15,3,26,8,29
11,15,1,0.94,1.5240779197663121,0.10344827586206896,0.2727272727272727,0.15,3,26,8,29
11,15,0,0.94,1.267189273619685,0.10344827586206896,0.2727272727272727,0.15,3,26,8,29
5,15,1,0.94,1.3469056982780403,0.10344827586206896,0.2727272727272727,0.15,3,26,8,29
11,7,1,0.94,1.3632698607669138,0.10344827586206896,0.2727272727272727,0.15,3,26,8,29
5,7,1,0.94,1.2689182214742205,0.10344827586206896,0.2727272727272727,0.15,3,26,8,29
7,15,1,0.94,1.439002462460606,0.10344827586206896,0.2727272727272727,0.15,3,26,8,29
3,7,1,0.94,1.3574529280057006,0.10344827586206896,0.2727272727272727,0.15,3,26,8,29
9,15,1,0.94,1.5293991264834028,0.10344827586206896,0.2727272727272727,0.15,3,26,8,29
11,31,1,0.8,0.5145591847675546,0.08247422680412371,0.7272727272727273,0.14814814814814814,8,89,3,97
3,27,1,0.8,0.6139339791708658,0.08247422680412371,0.7272727272727273,0.14814814814814814,8,89,3,97
5,21,0,0.8,0.6644504910370871,0.08247422680412371,0.7272727272727273,0.14814814814814814,8,89,3,97
7,27,1,0.8,0.5492164615593627,0.08247422680412371,0.7272727272727273,0.14814814814814814,8,89,3,97
11,27,1,0.8,0.5036947128824794,0.08247422680412371,0.7272727272727273,0.14814814814814814,8,89,3,97
9,27,1,0.8,0.4871841871175232,0.08247422680412371,0.7272727272727273,0.14814814814814814,8,89,3,97
9,31,1,0.8,0.5411014639676798,0.08247422680412371,0.7272727272727273,0.14814814814814814,8,89,3,97
5,31,1,0.8,0.5498897267872336,0.08247422680412371,0.7272727272727273,0.14814814814814814,8,89,3,97
3,21,0,0.8,0.6231231976664175,0.08247422680412371,0.7272727272727273,0.14814814814814814,8,89,3,97
5,27,1,0.8,0.5148299342954954,0.08247422680412371,0.7272727272727273,0.14814814814814814,8,89,3,97
7,21,0,0.8,0.6541689176238279,0.08247422680412371,0.7272727272727273,0.14814814814814814,8,89,3,97
9,21,0,0.8,0.5853492068813941,0.08247422680412371,0.7272727272727273,0.14814814814814814,8,89,3,97
11,21,0,0.8,0.5885264541702601,0.08247422680412371,0.7272727272727273,0.14814814814814814,8,89,3,97
3,31,1,0.8,0.6337492181194009,0.08247422680412371,0.7272727272727273,0.14814814814814814,8,89,3,97
7,31,1,0.8,0.5664805400869785,0.08247422680412371,0.7272727272727273,0.14814814814814814,8,89,3,97
5,21,0,0.88,0.9898892502871728,0.08620689655172414,0.45454545454545453,0.14492753623188406,5,53,6,58
9,21,1,0.88,0.9224486111209549,0.08620689655172414,0.45454545454545453,0.14492753623188406,5,53,6,58
11,21,1,0.88,0.9831356153868637,0.08620689655172414,0.45454545454545453,0.14492753623188406,5,53,6,58
3,21,0,0.88,0.9964033725603716,0.08620689655172414,0.45454545454545453,0.14492753623188406,5,53,6,58
5,21,0,0.85,0.8683950015229148,0.0821917808219178,0.5454545454545454,0.14285714285714285,6,67,5,73
11,21,1,0.85,0.7647296446399394,0.0821917808219178,0.5454545454545454,0.14285714285714285,6,67,5,73
3,21,1,0.85,0.7992424626860927,0.0821917808219178,0.5454545454545454,0.14285714285714285,6,67,5,73
7,21,0,0.85,0.8845203050849493,0.0821917808219178,0.5454545454545454,0.14285714285714285,6,67,5,73
7,21,1,0.85,0.7495808967692089,0.0821917808219178,0.5454545454545454,0.14285714285714285,6,67,5,73
7,15,1,0.9,0.9655197164968984,0.08163265306122448,0.36363636363636365,0.13333333333333333,4,45,7,49
9,15,1,0.9,1.0453218204188395,0.08163265306122448,0.36363636363636365,0.13333333333333333,4,45,7,49
11,15,1,0.9,1.0891596300951143,0.08163265306122448,0.36363636363636365,0.13333333333333333,4,45,7,49
3,15,1,0.9,1.009573607285193,0.08163265306122448,0.36363636363636365,0.13333333333333333,4,45,7,49
5,15,1,0.9,0.9287787870824104,0.08163265306122448,0.36363636363636365,0.13333333333333333,4,45,7,49
3,21,0,0.9,1.0836313246823552,0.08163265306122448,0.36363636363636365,0.13333333333333333,4,45,7,49
7,21,1,0.8,0.523027673671638,0.07216494845360824,0.6363636363636364,0.12962962962962962,7,90,4,97
9,21,1,0.8,0.45436117719113833,0.07216494845360824,0.6363636363636364,0.12962962962962962,7,90,4,97
3,21,1,0.8,0.6400759968819013,0.07216494845360824,0.6363636363636364,0.12962962962962962,7,90,4,97
5,21,1,0.8,0.5262746213189822,0.07216494845360824,0.6363636363636364,0.12962962962962962,7,90,4,97
11,21,1,0.8,0.4797264036191818,0.07216494845360824,0.6363636363636364,0.12962962962962962,7,90,4,97
7,11,1,0.96,1.6115958803946502,0.1,0.18181818181818182,0.12903225806451613,2,18,9,20
7,21,0,0.96,1.4852334688108841,0.1,0.18181818181818182,0.12903225806451613,2,18,9,20
9,11,1,0.96,1.7388532768915148,0.1,0.18181818181818182,0.12903225806451613,2,18,9,20
9,11,0,0.96,1.2597986667331025,0.1,0.18181818181818182,0.12903225806451613,2,18,9,20
7,11,0,0.96,1.2262460910658783,0.1,0.18181818181818182,0.12903225806451613,2,18,9,20
9,15,0,0.96,1.4303292861550283,0.1,0.18181818181818182,0.12903225806451613,2,18,9,20
5,21,0,0.96,1.5278562463596135,0.1,0.18181818181818182,0.12903225806451613,2,18,9,20
11,11,0,0.96,1.4147801963177495,0.1,0.18181818181818182,0.12903225806451613,2,18,9,20
11,11,1,0.96,1.767446246887007,0.1,0.18181818181818182,0.12903225806451613,2,18,9,20
5,11,1,0.96,1.5739173601403713,0.1,0.18181818181818182,0.12903225806451613,2,18,9,20
5,15,0,0.96,1.4098779242379533,0.1,0.18181818181818182,0.12903225806451613,2,18,9,20
3,15,0,0.96,1.3201109138629854,0.1,0.18181818181818182,0.12903225806451613,2,18,9,20
3,11,1,0.96,1.4911902590233899,0.1,0.18181818181818182,0.12903225806451613,2,18,9,20
11,15,0,0.96,1.444211817068073,0.1,0.18181818181818182,0.12903225806451613,2,18,9,20
9,15,1,0.96,1.926340658834511,0.1,0.18181818181818182,0.12903225806451613,2,18,9,20
7,15,0,0.96,1.3870143155222128,0.1,0.18181818181818182,0.12903225806451613,2,18,9,20
7,7,1,0.92,1.1162379484301568,0.07692307692307693,0.2727272727272727,0.12000000000000001,3,36,8,39
9,7,1,0.92,1.1356959057393137,0.07692307692307693,0.2727272727272727,0.12000000000000001,3,36,8,39
9,15,0,0.92,1.0739756063402353,0.07692307692307693,0.2727272727272727,0.12000000000000001,3,36,8,39
9,15,1,0.92,1.353147094885144,0.07692307692307693,0.2727272727272727,0.12000000000000001,3,36,8,39
7,15,0,0.92,1.0936560691948995,0.07692307692307693,0.2727272727272727,0.12000000000000001,3,36,8,39
3,7,1,0.92,1.1921253582868792,0.07692307692307693,0.2727272727272727,0.12000000000000001,3,36,8,39
11,15,0,0.92,1.1692855794803225,0.07692307692307693,0.2727272727272727,0.12000000000000001,3,36,8,39
5,11,1,0.92,1.1163061232379772,0.07692307692307693,0.2727272727272727,0.12000000000000001,3,36,8,39
3,11,1,0.92,1.1376738048089041,0.07692307692307693,0.2727272727272727,0.12000000000000001,3,36,8,39
5,7,1,0.92,1.1060591568311149,0.07692307692307693,0.2727272727272727,0.12000000000000001,3,36,8,39
11,7,1,0.92,1.099378419600782,0.07692307692307693,0.2727272727272727,0.12000000000000001,3,36,8,39
11,11,1,0.92,1.1867480430825488,0.07692307692307693,0.2727272727272727,0.12000000000000001,3,36,8,39
7,15,1,0.85,0.7165927909495939,0.0684931506849315,0.45454545454545453,0.11904761904761904,5,68,6,73
9,15,1,0.85,0.7103784969195209,0.0684931506849315,0.45454545454545453,0.11904761904761904,5,68,6,73
5,15,1,0.85,0.713042008865011,0.0684931506849315,0.45454545454545453,0.11904761904761904,5,68,6,73
3,15,0,0.85,0.7640956066197301,0.0684931506849315,0.45454545454545453,0.11904761904761904,5,68,6,73
5,15,0,0.85,0.7792184031448045,0.0684931506849315,0.45454545454545453,0.11904761904761904,5,68,6,73
5,15,0,0.88,0.888196377483494,0.06896551724137931,0.36363636363636365,0.11594202898550723,4,54,7,58
11,15,1,0.88,0.9080564770871535,0.06896551724137931,0.36363636363636365,0.11594202898550723,4,54,7,58
3,15,1,0.88,0.8710437924064351,0.06896551724137931,0.36363636363636365,0.11594202898550723,4,54,7,58
5,11,0,0.88,0.8751652894886641,0.06896551724137931,0.36363636363636365,0.11594202898550723,4,54,7,58
5,15,1,0.88,0.8307751433460359,0.06896551724137931,0.36363636363636365,0.11594202898550723,4,54,7,58
9,15,1,0.88,0.8512238746621178,0.06896551724137931,0.36363636363636365,0.11594202898550723,4,54,7,58
11,11,0,0.88,0.8464238547357316,0.06896551724137931,0.36363636363636365,0.11594202898550723,4,54,7,58
9,11,0,0.88,0.86669361223263,0.06896551724137931,0.36363636363636365,0.11594202898550723,4,54,7,58
9,15,0,0.88,0.8713686866373324,0.06896551724137931,0.36363636363636365,0.11594202898550723,4,54,7,58
7,15,0,0.88,0.8236765713368849,0.06896551724137931,0.36363636363636365,0.11594202898550723,4,54,7,58
7,15,1,0.88,0.8071015638156914,0.06896551724137931,0.36363636363636365,0.11594202898550723,4,54,7,58
3,11,0,0.88,0.8611016436026226,0.06896551724137931,0.36363636363636365,0.11594202898550723,4,54,7,58
7,11,0,0.88,0.8442724245223856,0.06896551724137931,0.36363636363636365,0.11594202898550723,4,54,7,58
5,15,1,0.8,0.48477087068620983,0.061855670103092786,0.5454545454545454,0.1111111111111111,6,91,5,97
5,21,0,0.95,1.4762430713452444,0.08,0.18181818181818182,0.1111111111111111,2,23,9,25
5,15,0,0.95,1.2684956624015775,0.08,0.18181818181818182,0.1111111111111111,2,23,9,25
5,11,1,0.8,0.4959042665232678,0.061855670103092786,0.5454545454545454,0.1111111111111111,6,91,5,97
5,11,1,0.95,1.4273372817975443,0.08,0.18181818181818182,0.1111111111111111,2,23,9,25
11,11,0,0.95,1.3359509496677962,0.08,0.18181818181818182,0.1111111111111111,2,23,9,25
11,11,1,0.95,1.5931135591906083,0.08,0.18181818181818182,0.1111111111111111,2,23,9,25
3,15,0,0.95,1.2305595429738816,0.08,0.18181818181818182,0.1111111111111111,2,23,9,25
3,15,0,0.8,0.5929183286590847,0.061855670103092786,0.5454545454545454,0.1111111111111111,6,91,5,97
9,11,0,0.95,1.2039218886901852,0.08,0.18181818181818182,0.1111111111111111,2,23,9,25
9,15,0,0.95,1.311369691770147,0.08,0.18181818181818182,0.1111111111111111,2,23,9,25
7,11,1,0.8,0.5273774881684348,0.061855670103092786,0.5454545454545454,0.1111111111111111,6,91,5,97
7,15,0,0.95,1.3205574986310569,0.08,0.18181818181818182,0.1111111111111111,2,23,9,25
7,11,1,0.95,1.514294923266561,0.08,0.18181818181818182,0.1111111111111111,2,23,9,25
7,11,0,0.95,1.151179683440133,0.08,0.18181818181818182,0.1111111111111111,2,23,9,25
3,11,1,0.95,1.4050303336322045,0.08,0.18181818181818182,0.1111111111111111,2,23,9,25
9,11,1,0.95,1.5821352179615122,0.08,0.18181818181818182,0.1111111111111111,2,23,9,25
7,11,0,0.94,1.0685972082687716,0.06896551724137931,0.18181818181818182,0.1,2,27,9,29
7,11,1,0.94,1.4299101330455395,0.06896551724137931,0.18181818181818182,0.1,2,27,9,29
9,15,0,0.9,0.965778567372646,0.061224489795918366,0.2727272727272727,0.1,3,46,8,49
7,11,1,0.9,0.995621032830075,0.061224489795918366,0.2727272727272727,0.1,3,46,8,49
9,11,1,0.94,1.4003217055135022,0.06896551724137931,0.18181818181818182,0.1,2,27,9,29
9,11,1,0.9,1.1140912848953812,0.061224489795918366,0.2727272727272727,0.1,3,46,8,49
7,15,0,0.9,0.9387569534903425,0.061224489795918366,0.2727272727272727,0.1,3,46,8,49
5,15,0,0.94,1.2169570155366223,0.06896551724137931,0.18181818181818182,0.1,2,27,9,29
3,11,1,0.9,0.9731273317688733,0.061224489795918366,0.2727272727272727,0.1,3,46,8,49
5,7,1,0.9,0.9680937385243935,0.061224489795918366,0.2727272727272727,0.1,3,46,8,49
11,15,0,0.9,1.0390783112679882,0.061224489795918366,0.2727272727272727,0.1,3,46,8,49
3,11,1,0.94,1.3134311773009752,0.06896551724137931,0.18181818181818182,0.1,2,27,9,29
11,7,1,0.9,0.9558081924563459,0.061224489795918366,0.2727272727272727,0.1,3,46,8,49
3,15,0,0.94,1.151649787751286,0.06896551724137931,0.18181818181818182,0.1,2,27,9,29
3,7,1,0.9,1.047150632383056,0.061224489795918366,0.2727272727272727,0.1,3,46,8,49
9,7,1,0.9,1.0212013270109495,0.061224489795918366,0.2727272727272727,0.1,3,46,8,49
7,15,0,0.94,1.1835588103809376,0.06896551724137931,0.18181818181818182,0.1,2,27,9,29
9,11,0,0.94,1.1382945987317654,0.06896551724137931,0.18181818181818182,0.1,2,27,9,29
7,7,1,0.9,1.0080848319014515,0.061224489795918366,0.2727272727272727,0.1,3,46,8,49
5,11,1,0.9,0.9901143529025893,0.061224489795918366,0.2727272727272727,0.1,3,46,8,49
5,11,1,0.94,1.370539497160769,0.06896551724137931,0.18181818181818182,0.1,2,27,9,29
5,15,0,0.9,0.974885601823892,0.061224489795918366,0.2727272727272727,0.1,3,46,8,49
11,11,1,0.94,1.4164004183900551,0.06896551724137931,0.18181818181818182,0.1,2,27,9,29
11,11,0,0.94,1.2197567633564175,0.06896551724137931,0.18181818181818182,0.1,2,27,9,29
11,11,1,0.9,1.0574523237838962,0.061224489795918366,0.2727272727272727,0.1,3,46,8,49
11,11,0,0.9,0.9173020125887316,0.061224489795918366,0.2727272727272727,0.1,3,46,8,49
9,15,0,0.85,0.7372967613002287,0.0547945205479452,0.36363636363636365,0.09523809523809523,4,69,7,73
7,11,1,0.85,0.7169413312896364,0.0547945205479452,0.36363636363636365,0.09523809523809523,4,69,7,73
9,11,1,0.85,0.6937573691003512,0.0547945205479452,0.36363636363636365,0.09523809523809523,4,69,7,73
7,11,0,0.85,0.742232219876459,0.0547945205479452,0.36363636363636365,0.09523809523809523,4,69,7,73
7,15,0,0.85,0.7514221408249909,0.0547945205479452,0.36363636363636365,0.09523809523809523,4,69,7,73
3,11,1,0.85,0.7731019474621112,0.0547945205479452,0.36363636363636365,0.09523809523809523,4,69,7,73
11,15,0,0.85,0.7291392696374693,0.0547945205479452,0.36363636363636365,0.09523809523809523,4,69,7,73
5,11,1,0.85,0.6806441205075078,0.0547945205479452,0.36363636363636365,0.09523809523809523,4,69,7,73
11,11,1,0.85,0.8024266582112631,0.0547945205479452,0.36363636363636365,0.09523809523809523,4,69,7,73
11,11,0,0.85,0.7018042396780659,0.0547945205479452,0.36363636363636365,0.09523809523809523,4,69,7,73
11,15,1,0.85,0.7771382590034848,0.0547945205479452,0.36363636363636365,0.09523809523809523,4,69,7,73
9,11,0,0.85,0.7248723431555972,0.0547945205479452,0.36363636363636365,0.09523809523809523,4,69,7,73
3,11,0,0.85,0.7716245395257102,0.0547945205479452,0.36363636363636365,0.09523809523809523,4,69,7,73
3,15,1,0.85,0.7769244964518851,0.0547945205479452,0.36363636363636365,0.09523809523809523,4,69,7,73
5,11,0,0.85,0.7874259641407226,0.0547945205479452,0.36363636363636365,0.09523809523809523,4,69,7,73
11,11,1,0.8,0.6216397752711581,0.05154639175257732,0.45454545454545453,0.09259259259259259,5,92,6,97
11,15,0,0.8,0.54911077048405,0.05154639175257732,0.45454545454545453,0.09259259259259259,5,92,6,97
11,15,1,0.8,0.5479203681149006,0.05154639175257732,0.45454545454545453,0.09259259259259259,5,92,6,97
3,11,1,0.8,0.5864945129187182,0.05154639175257732,0.45454545454545453,0.09259259259259259,5,92,6,97
5,15,0,0.8,0.6187814436795438,0.05154639175257732,0.45454545454545453,0.09259259259259259,5,92,6,97
3,15,1,0.8,0.5643471243382105,0.05154639175257732,0.45454545454545453,0.09259259259259259,5,92,6,97
7,15,1,0.8,0.5270181806102542,0.05154639175257732,0.45454545454545453,0.09259259259259259,5,92,6,97
9,15,1,0.8,0.4990133815442843,0.05154639175257732,0.45454545454545453,0.09259259259259259,5,92,6,97
9,11,1,0.8,0.5533169198467416,0.05154639175257732,0.45454545454545453,0.09259259259259259,5,92,6,97
9,15,0,0.8,0.5616490486591008,0.05154639175257732,0.45454545454545453,0.09259259259259259,5,92,6,97
7,15,0,0.8,0.6052221796662948,0.05154639175257732,0.45454545454545453,0.09259259259259259,5,92,6,97
3,15,0,0.88,0.891142874723072,0.05172413793103448,0.2727272727272727,0.08695652173913043,3,55,8,58
11,11,1,0.88,0.9934008681652469,0.05172413793103448,0.2727272727272727,0.08695652173913043,3,55,8,58
7,7,1,0.88,0.869105369333721,0.05172413793103448,0.2727272727272727,0.08695652173913043,3,55,8,58
9,7,1,0.88,0.8721258780190314,0.05172413793103448,0.2727272727272727,0.08695652173913043,3,55,8,58
3,11,1,0.88,0.8828324469477437,0.05172413793103448,0.2727272727272727,0.08695652173913043,3,55,8,58
11,15,0,0.88,0.8733974206916518,0.05172413793103448,0.2727272727272727,0.08695652173913043,3,55,8,58
5,7,1,0.88,0.8021858076992786,0.05172413793103448,0.2727272727272727,0.08695652173913043,3,55,8,58
5,11,1,0.88,0.8062741009462754,0.05172413793103448,0.2727272727272727,0.08695652173913043,3,55,8,58
3,7,1,0.88,0.93493231507993,0.05172413793103448,0.2727272727272727,0.08695652173913043,3,55,8,58
9,11,1,0.88,0.8478545887288104,0.05172413793103448,0.2727272727272727,0.08695652173913043,3,55,8,58
7,11,1,0.88,0.8509789155652902,0.05172413793103448,0.2727272727272727,0.08695652173913043,3,55,8,58
11,7,1,0.88,0.8967244504758597,0.05172413793103448,0.2727272727272727,0.08695652173913043,3,55,8,58
3,11,0,0.92,0.9824929573294731,0.05128205128205128,0.18181818181818182,0.08,2,37,9,39
7,11,0,0.92,0.9400192548920365,0.05128205128205128,0.18181818181818182,0.08,2,37,9,39
9,11,1,0.92,1.2396607581718833,0.05128205128205128,0.18181818181818182,0.08,2,37,9,39
9,11,0,0.92,1.0004044677564228,0.05128205128205128,0.18181818181818182,0.08,2,37,9,39
7,11,1,0.92,1.2518343969222379,0.05128205128205128,0.18181818181818182,0.08,2,37,9,39
5,11,0,0.92,1.0233872068853707,0.05128205128205128,0.18181818181818182,0.08,2,37,9,39
3,15,0,0.92,1.039981967577292,0.05128205128205128,0.18181818181818182,0.08,2,37,9,39
11,11,0,0.92,1.0483295663335273,0.05128205128205128,0.18181818181818182,0.08,2,37,9,39
5,15,0,0.92,1.05622348964818,0.05128205128205128,0.18181818181818182,0.08,2,37,9,39
3,7,0,0.97,1.5910431098669373,0.06666666666666667,0.09090909090909091,0.07692307692307691,1,14,10,15
7,7,0,0.97,1.495563474907821,0.06666666666666667,0.09090909090909091,0.07692307692307691,1,14,10,15
5,15,0,0.97,1.5579611186678355,0.06666666666666667,0.09090909090909091,0.07692307692307691,1,14,10,15
3,11,0,0.97,1.3635217082637803,0.06666666666666667,0.09090909090909091,0.07692307692307691,1,14,10,15
11,15,0,0.97,1.5179780770198883,0.06666666666666667,0.09090909090909091,0.07692307692307691,1,14,10,15
5,7,0,0.97,1.5448351050362776,0.06666666666666667,0.09090909090909091,0.07692307692307691,1,14,10,15
5,11,0,0.97,1.3535503205711217,0.06666666666666667,0.09090909090909091,0.07692307692307691,1,14,10,15
11,7,0,0.97,1.5569808080391796,0.06666666666666667,0.09090909090909091,0.07692307692307691,1,14,10,15
9,7,0,0.97,1.5075212891459187,0.06666666666666667,0.09090909090909091,0.07692307692307691,1,14,10,15
7,11,0,0.97,1.360242368004357,0.06666666666666667,0.09090909090909091,0.07692307692307691,1,14,10,15
9,11,0,0.97,1.4395676864318114,0.06666666666666667,0.09090909090909091,0.07692307692307691,1,14,10,15
9,15,0,0.97,1.488933110716605,0.06666666666666667,0.09090909090909091,0.07692307692307691,1,14,10,15
7,11,0,0.8,0.580086786117064,0.041237113402061855,0.36363636363636365,0.07407407407407407,4,93,7,97
3,11,0,0.8,0.583392346522508,0.041237113402061855,0.36363636363636365,0.07407407407407407,4,93,7,97
5,11,0,0.8,0.5553471011883764,0.041237113402061855,0.36363636363636365,0.07407407407407407,4,93,7,97
9,11,0,0.8,0.5578706664106642,0.041237113402061855,0.36363636363636365,0.07407407407407407,4,93,7,97
11,11,0,0.8,0.5068095254754627,0.041237113402061855,0.36363636363636365,0.07407407407407407,4,93,7,97
9,7,1,0.85,0.7477638224583694,0.0410958904109589,0.2727272727272727,0.07142857142857142,3,70,8,73
7,7,1,0.85,0.7643868823054307,0.0410958904109589,0.2727272727272727,0.07142857142857142,3,70,8,73
11,7,1,0.85,0.7385671508885624,0.0410958904109589,0.2727272727272727,0.07142857142857142,3,70,8,73
5,7,1,0.85,0.7315628764647969,0.0410958904109589,0.2727272727272727,0.07142857142857142,3,70,8,73
3,7,1,0.85,0.8145076170499606,0.0410958904109589,0.2727272727272727,0.07142857142857142,3,70,8,73
3,15,0,0.9,0.9901793659540059,0.04081632653061224,0.18181818181818182,0.06666666666666667,2,47,9,49
9,11,0,0.9,0.9207431400091322,0.04081632653061224,0.18181818181818182,0.06666666666666667,2,47,9,49
3,11,0,0.9,0.924016054609265,0.04081632653061224,0.18181818181818182,0.06666666666666667,2,47,9,49
5,11,0,0.9,0.9488764433836508,0.04081632653061224,0.18181818181818182,0.06666666666666667,2,47,9,49
7,11,0,0.9,0.8883099083474597,0.04081632653061224,0.18181818181818182,0.06666666666666667,2,47,9,49
11,7,0,0.96,1.4376148240111997,0.05,0.09090909090909091,0.06451612903225806,1,19,10,20
5,7,0,0.96,1.4491162291503406,0.05,0.09090909090909091,0.06451612903225806,1,19,10,20
5,11,0,0.96,1.2874194598821873,0.05,0.09090909090909091,0.06451612903225806,1,19,10,20
3,11,0,0.96,1.1899402094571307,0.05,0.09090909090909091,0.06451612903225806,1,19,10,20
3,7,0,0.96,1.4748231862208572,0.05,0.09090909090909091,0.06451612903225806,1,19,10,20
9,7,0,0.96,1.3607474879613781,0.05,0.09090909090909091,0.06451612903225806,1,19,10,20
7,7,0,0.96,1.4158136088594775,0.05,0.09090909090909091,0.06451612903225806,1,19,10,20
3,7,0,0.95,1.3195712875668326,0.04,0.09090909090909091,0.05555555555555555,1,24,10,25
3,11,0,0.95,1.1534147271998418,0.04,0.09090909090909091,0.05555555555555555,1,24,10,25
11,7,0,0.95,1.3052933239992495,0.04,0.09090909090909091,0.05555555555555555,1,24,10,25
11,7,1,0.8,0.5433987835548945,0.030927835051546393,0.2727272727272727,0.05555555555555555,3,94,8,97
7,7,1,0.8,0.5377866589836492,0.030927835051546393,0.2727272727272727,0.05555555555555555,3,94,8,97
5,7,1,0.8,0.5768068438382992,0.030927835051546393,0.2727272727272727,0.05555555555555555,3,94,8,97
9,7,1,0.8,0.5264678104918091,0.030927835051546393,0.2727272727272727,0.05555555555555555,3,94,8,97
9,7,0,0.95,1.2457721626239064,0.04,0.09090909090909091,0.05555555555555555,1,24,10,25
9,7,0,0.8,0.5979440496398607,0.030927835051546393,0.2727272727272727,0.05555555555555555,3,94,8,97
7,7,0,0.95,1.2943435744210783,0.04,0.09090909090909091,0.05555555555555555,1,24,10,25
7,7,0,0.8,0.6080669870877565,0.030927835051546393,0.2727272727272727,0.05555555555555555,3,94,8,97
3,7,1,0.8,0.5818409237055967,0.030927835051546393,0.2727272727272727,0.05555555555555555,3,94,8,97
5,11,0,0.95,1.2279745993223303,0.04,0.09090909090909091,0.05555555555555555,1,24,10,25
5,7,0,0.95,1.3949762597023936,0.04,0.09090909090909091,0.05555555555555555,1,24,10,25
5,7,0,0.94,1.3075780213692445,0.034482758620689655,0.09090909090909091,0.05,1,28,10,29
9,7,0,0.94,1.1810254311021955,0.034482758620689655,0.09090909090909091,0.05,1,28,10,29
5,11,0,0.94,1.1465180813565032,0.034482758620689655,0.09090909090909091,0.05,1,28,10,29
11,7,0,0.94,1.232445389469516,0.034482758620689655,0.09090909090909091,0.05,1,28,10,29
3,7,0,0.94,1.2513439549048164,0.034482758620689655,0.09090909090909091,0.05,1,28,10,29
3,11,0,0.94,1.0797550823210038,0.034482758620689655,0.09090909090909091,0.05,1,28,10,29
7,7,0,0.94,1.263246546746662,0.034482758620689655,0.09090909090909091,0.05,1,28,10,29
11,7,0,0.85,0.7981985014694436,0.0273972602739726,0.18181818181818182,0.047619047619047616,2,71,9,73
5,7,0,0.92,1.237034138844277,0.02564102564102564,0.09090909090909091,0.04,1,38,10,39
11,7,0,0.92,1.088850684418343,0.02564102564102564,0.09090909090909091,0.04,1,38,10,39
3,7,0,0.92,1.1243344980305372,0.02564102564102564,0.09090909090909091,0.04,1,38,10,39
7,7,0,0.92,1.121094818617364,0.02564102564102564,0.09090909090909091,0.04,1,38,10,39
9,7,0,0.92,1.0719081840438573,0.02564102564102564,0.09090909090909091,0.04,1,38,10,39
3,7,0,0.8,0.6965703447398419,0.020618556701030927,0.18181818181818182,0.037037037037037035,2,95,9,97
11,7,0,0.8,0.6003886874862687,0.020618556701030927,0.18181818181818182,0.037037037037037035,2,95,9,97
3,7,0,0.9,1.0054663717007037,0.02040816326530612,0.09090909090909091,0.03333333333333333,1,48,10,49
5,7,0,0.9,1.1008741828410658,0.02040816326530612,0.09090909090909091,0.03333333333333333,1,48,10,49
11,7,0,0.9,0.9998485753396016,0.02040816326530612,0.09090909090909091,0.03333333333333333,1,48,10,49
7,7,0,0.9,1.0277959714367708,0.02040816326530612,0.09090909090909091,0.03333333333333333,1,48,10,49
9,7,0,0.9,0.9697955116413728,0.02040816326530612,0.09090909090909091,0.03333333333333333,1,48,10,49
9,7,0,0.88,0.8886937255692567,0.017241379310344827,0.09090909090909091,0.02898550724637681,1,57,10,58
7,7,0,0.88,0.9362476688475402,0.017241379310344827,0.09090909090909091,0.02898550724637681,1,57,10,58
3,7,0,0.88,0.9487069028156208,0.017241379310344827,0.09090909090909091,0.02898550724637681,1,57,10,58
5,7,0,0.88,1.001074157097019,0.017241379310344827,0.09090909090909091,0.02898550724637681,1,57,10,58
