epoch,loss_ae1,loss_ae2,total_loss
1,0.23501327633857727,0.23092180490493774,0.465935081243515
2,0.23199360072612762,1.6294419765472412e-05,0.2320098951458931
3,0.23043036460876465,-0.07635848224163055,0.3067888468503952
4,0.22925639152526855,-0.11413102596998215,0.3433874174952507
5,0.22825723886489868,-0.13648644089698792,0.3647436797618866
6,0.22735293209552765,-0.15114371478557587,0.3784966468811035
7,0.2265082150697708,-0.16140928864479065,0.38791750371456146
8,0.22570137679576874,-0.16893164813518524,0.394633024930954
9,0.2249106615781784,-0.17461752891540527,0.3995281904935837
10,0.22412905097007751,-0.17901712656021118,0.4031461775302887
11,0.2233494222164154,-0.18247824907302856,0.40582767128944397
12,0.22256037592887878,-0.18522605299949646,0.40778642892837524
13,0.22171896696090698,-0.1873815506696701,0.4091005176305771
14,0.22082844376564026,-0.18906542658805847,0.40989387035369873
15,0.21986985206604004,-0.19034495949745178,0.4102148115634918
16,0.21881577372550964,-0.1912582516670227,0.41007402539253235
17,0.21764954924583435,-0.1918388307094574,0.40948837995529175
18,0.21633851528167725,-0.19209276139736176,0.408431276679039
19,0.21483691036701202,-0.19200600683689117,0.4068429172039032
20,0.21312816441059113,-0.19158856570720673,0.40471673011779785
21,0.2111673802137375,-0.19081702828407288,0.40198440849781036
22,0.2088853418827057,-0.18964004516601562,0.3985253870487213
23,0.20621246099472046,-0.1880035102367401,0.39421597123146057
24,0.2031019777059555,-0.1858750432729721,0.3889770209789276
25,0.1994742453098297,-0.18318696320056915,0.38266120851039886
26,0.19525279104709625,-0.17987419664859772,0.37512698769569397
27,0.19034495949745178,-0.1758544147014618,0.3661993741989136
28,0.18467730283737183,-0.17106376588344574,0.35574106872081757
29,0.1781553328037262,-0.165414959192276,0.3435702919960022
30,0.1707088202238083,-0.15884248912334442,0.3295513093471527
31,0.162331223487854,-0.15134267508983612,0.3136738985776901
32,0.1530103236436844,-0.14290237426757812,0.2959126979112625
33,0.14287081360816956,-0.13364078104496002,0.2765115946531296
34,0.13212040066719055,-0.12375697493553162,0.25587737560272217
35,0.12102444469928741,-0.11350257694721222,0.23452702164649963
36,0.10992513597011566,-0.10320369154214859,0.21312882751226425
37,0.09924483299255371,-0.0932660698890686,0.19251090288162231
38,0.08942350000143051,-0.0841154158115387,0.1735389158129692
39,0.08085676282644272,-0.07613831758499146,0.15699508041143417
40,0.07384778559207916,-0.06963635981082916,0.14348414540290833
41,0.0685298889875412,-0.06474725157022476,0.13327714055776596
42,0.06479484587907791,-0.06137169152498245,0.12616653740406036
43,0.06234711781144142,-0.05922412872314453,0.12157124653458595
44,0.060893744230270386,-0.05802156776189804,0.11891531199216843
45,0.06007618084549904,-0.05741526186466217,0.11749144271016121
46,0.05954276770353317,-0.05706245079636574,0.11660521849989891
47,0.05903095379471779,-0.05670762062072754,0.11573857441544533
48,0.05832603573799133,-0.05614029988646507,0.1144663356244564
49,0.05731309577822685,-0.05524763837456703,0.11256073415279388
50,0.055987436324357986,-0.05402597039937973,0.11001340672373772
51,0.05445913225412369,-0.05258434638381004,0.10704347863793373
52,0.05291201174259186,-0.05110495164990425,0.10401696339249611
53,0.05149981379508972,-0.049744412302970886,0.10124422609806061
54,0.050316233187913895,-0.048602983355522156,0.09891921654343605
55,0.04941215366125107,-0.04773823916912079,0.09715039283037186
56,0.048789557069540024,-0.04715866222977638,0.0959482192993164
57,0.04843173176050186,-0.0468473918735981,0.09527912363409996
58,0.048350926488637924,-0.04681076854467392,0.09516169503331184
59,0.048565857112407684,-0.04706210270524025,0.09562795981764793
60,0.04906745254993439,-0.047591350972652435,0.09665880352258682
61,0.04978015646338463,-0.04832740128040314,0.09810755774378777
62,0.05054087936878204,-0.04911169037222862,0.09965256974101067
63,0.05115760490298271,-0.04975421726703644,0.10091182217001915
64,0.05149618536233902,-0.05012001842260361,0.10161620378494263
65,0.051518090069293976,-0.05016890540719032,0.1016869954764843
66,0.051272567361593246,-0.04994934797286987,0.10122191533446312
67,0.050857074558734894,-0.04955853149294853,0.10041560605168343
68,0.05036851763725281,-0.04909307509660721,0.09946159273386002
69,0.049881644546985626,-0.04862769693136215,0.09850934147834778
70,0.049451179802417755,-0.04821740463376045,0.09766858443617821
