amp_window,score_window,quantile,threshold,precision,recall,f1,TP,FP,FN,pred_count
7,7,0.97,1.495563474907821,0.06666666666666667,0.029411764705882353,0.04081632653061225,1,14,33,15
5,15,0.97,1.5579611186678355,0.06666666666666667,0.029411764705882353,0.04081632653061225,1,14,33,15
3,11,0.97,1.3635217082637803,0.06666666666666667,0.029411764705882353,0.04081632653061225,1,14,33,15
9,11,0.97,1.4395676864318114,0.06666666666666667,0.029411764705882353,0.04081632653061225,1,14,33,15
5,11,0.97,1.3535503205711217,0.06666666666666667,0.029411764705882353,0.04081632653061225,1,14,33,15
5,7,0.97,1.5448351050362776,0.06666666666666667,0.029411764705882353,0.04081632653061225,1,14,33,15
7,11,0.97,1.360242368004357,0.06666666666666667,0.029411764705882353,0.04081632653061225,1,14,33,15
5,7,0.85,0.8319508142682293,0.0273972602739726,0.058823529411764705,0.037383177570093455,2,71,32,73
3,7,0.96,1.4748231862208572,0.05,0.029411764705882353,0.03703703703703704,1,19,33,20
5,11,0.96,1.2874194598821873,0.05,0.029411764705882353,0.03703703703703704,1,19,33,20
5,7,0.96,1.4491162291503406,0.05,0.029411764705882353,0.03703703703703704,1,19,33,20
3,11,0.96,1.1899402094571307,0.05,0.029411764705882353,0.03703703703703704,1,19,33,20
7,7,0.96,1.4158136088594775,0.05,0.029411764705882353,0.03703703703703704,1,19,33,20
3,7,0.95,1.3195712875668326,0.04,0.029411764705882353,0.03389830508474576,1,24,33,25
3,11,0.95,1.1534147271998418,0.04,0.029411764705882353,0.03389830508474576,1,24,33,25
5,11,0.95,1.2279745993223303,0.04,0.029411764705882353,0.03389830508474576,1,24,33,25
5,7,0.95,1.3949762597023936,0.04,0.029411764705882353,0.03389830508474576,1,24,33,25
7,7,0.95,1.2943435744210783,0.04,0.029411764705882353,0.03389830508474576,1,24,33,25
3,7,0.94,1.2513439549048164,0.034482758620689655,0.029411764705882353,0.03174603174603175,1,28,33,29
3,11,0.94,1.0797550823210038,0.034482758620689655,0.029411764705882353,0.03174603174603175,1,28,33,29
7,7,0.94,1.263246546746662,0.034482758620689655,0.029411764705882353,0.03174603174603175,1,28,33,29
5,11,0.94,1.1465180813565032,0.034482758620689655,0.029411764705882353,0.03174603174603175,1,28,33,29
5,7,0.94,1.3075780213692445,0.034482758620689655,0.029411764705882353,0.03174603174603175,1,28,33,29
3,7,0.92,1.1243344980305372,0.02564102564102564,0.029411764705882353,0.0273972602739726,1,38,33,39
5,7,0.92,1.237034138844277,0.02564102564102564,0.029411764705882353,0.0273972602739726,1,38,33,39
5,7,0.9,1.1008741828410658,0.02040816326530612,0.029411764705882353,0.024096385542168672,1,48,33,49
3,7,0.9,1.0054663717007037,0.02040816326530612,0.029411764705882353,0.024096385542168672,1,48,33,49
5,7,0.88,1.001074157097019,0.017241379310344827,0.029411764705882353,0.021739130434782608,1,57,33,58
3,7,0.88,0.9487069028156208,0.017241379310344827,0.029411764705882353,0.021739130434782608,1,57,33,58
3,7,0.85,0.8431258778802356,0.0136986301369863,0.029411764705882353,0.018691588785046728,1,72,33,73
